snapshot_date,generated_at,total_cleaned_listings,median_price,most_common_room_type,highest_median_price_room_type,highest_median_price_neighbourhood
2026-06-29,2026-09-09T22:28:50+02:00,4387,143.0,Entire home/apt,Entire home/apt,Altstadt-Lehel
