id,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,availability_365,price_eur_per_night,price_unit,distance_to_oktoberfest_km,distance_band,oktoberfest_observed_days,oktoberfest_available_days,available_during_observed_oktoberfest
15322955,Ramersdorf-Perlach,48.10604,11.64934,Private room,1,83,3.04,88,53.0,EUR per night,7.949621032668634,5-10 km from Oktoberfest,,,
15520511,Ramersdorf-Perlach,48.12235,11.60078,Private room,2,35,0.3,160,86.0,EUR per night,3.9513871506745954,2-5 km from Oktoberfest,,,
15677927,Feldmoching-Hasenbergl,48.21122,11.56056,Entire home/apt,1,1,0.01,90,850.0,EUR per night,8.858033010324677,5-10 km from Oktoberfest,,,
15857527,Schwabing-West,48.16949,11.58062,Entire home/apt,3,366,3.12,29,69.0,EUR per night,4.7750255539217905,2-5 km from Oktoberfest,,,
15870799,Altstadt-Lehel,48.13662,11.57769,Entire home/apt,2,47,0.42,18,338.0,EUR per night,2.1568142166257807,2-5 km from Oktoberfest,,,
15882333,Sendling-Westpark,48.11928,11.52455,Private room,2,23,0.2,87,49.0,EUR per night,2.3234799729495657,2-5 km from Oktoberfest,,,
15968053,Schwabing-West,48.17133,11.56648,Private room,1,97,0.83,250,93.0,EUR per night,4.561781423108611,2-5 km from Oktoberfest,,,
16001097,Neuhausen-Nymphenburg,48.15405,11.5457,Private room,2,32,0.27,263,58.0,EUR per night,2.4790533655303952,2-5 km from Oktoberfest,,,
16024190,Neuhausen-Nymphenburg,48.15881,11.54729,Entire home/apt,100,3,0.03,276,27.0,EUR per night,2.9967446701094467,2-5 km from Oktoberfest,,,
16099193,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08902,11.51665,Private room,3,2,0.02,90,410.0,EUR per night,5.35561152016912,5-10 km from Oktoberfest,,,
16152054,Bogenhausen,48.13938,11.61582,Entire home/apt,2,263,2.27,64,290.0,EUR per night,4.991268461701194,2-5 km from Oktoberfest,,,
16341031,Au-Haidhausen,48.1391,11.59851,Entire home/apt,1,18,0.16,361,207.0,EUR per night,3.724024859091528,2-5 km from Oktoberfest,,,
16426657,Schwabing-West,48.15975,11.55519,Entire home/apt,1,9,0.08,175,65.0,EUR per night,3.1254211974728716,2-5 km from Oktoberfest,,,
16527846,Berg am Laim,48.13229,11.64173,Entire home/apt,7,48,0.42,84,71.0,EUR per night,6.844822172049904,5-10 km from Oktoberfest,,,
16570713,Sendling-Westpark,48.1118,11.50856,Private room,1,113,0.99,139,165.0,EUR per night,3.7722923600056153,2-5 km from Oktoberfest,,,
16592040,Sendling-Westpark,48.1159,11.51191,Entire home/apt,5,11,0.1,163,22.0,EUR per night,3.309083479892514,2-5 km from Oktoberfest,,,
16772422,Sendling-Westpark,48.12262,11.53457,Entire home/apt,2,30,0.28,133,157.0,EUR per night,1.5141655672796375,0-2 km from Oktoberfest,,,
16838933,Neuhausen-Nymphenburg,48.15474,11.53357,Entire home/apt,6,16,0.15,231,643.0,EUR per night,2.80126061290407,2-5 km from Oktoberfest,,,
16863336,Maxvorstadt,48.14807,11.57625,Entire home/apt,1,430,3.85,298,701.0,EUR per night,2.67819064823773,2-5 km from Oktoberfest,,,
16953706,Sendling,48.11229,11.55103,Private room,1,34,1.37,173,105.0,EUR per night,2.1834879894230284,2-5 km from Oktoberfest,,,
17027077,Ludwigsvorstadt-Isarvorstadt,48.12693,11.55827,Entire home/apt,60,0,,128,63.0,EUR per night,0.8538497971699706,0-2 km from Oktoberfest,,,
17030750,Ramersdorf-Perlach,48.08536,11.64639,Entire home/apt,2,5,0.05,350,126.0,EUR per night,8.861802474025506,5-10 km from Oktoberfest,,,
17053725,Berg am Laim,48.13098,11.61693,Entire home/apt,2,235,2.17,217,343.0,EUR per night,5.005306554914458,5-10 km from Oktoberfest,,,
17085252,Laim,48.13301103202431,11.497568306087654,Shared room,1,39,0.35,83,89.0,EUR per night,3.85597062192449,2-5 km from Oktoberfest,,,
17130441,Schwabing-Freimann,48.17143,11.60431,Entire home/apt,3,147,1.31,222,146.0,EUR per night,5.987796175879366,5-10 km from Oktoberfest,,,
17167350,Schwabing-Freimann,48.20595,11.5932,Private room,2,292,2.56,70,70.0,EUR per night,8.848797465798746,5-10 km from Oktoberfest,,,
17250050,Au-Haidhausen,48.12633286340038,11.600712542541284,Entire home/apt,2,56,0.96,149,224.0,EUR per night,3.850948573861726,2-5 km from Oktoberfest,,,
17265428,Schwanthalerhöhe,48.1356,11.54162,Entire home/apt,1,23,0.22,209,139.0,EUR per night,0.7150081242689343,0-2 km from Oktoberfest,,,
17375519,Obergiesing,48.10669,11.58233,Entire home/apt,182,6,0.06,274,12.0,EUR per night,3.714453741661727,2-5 km from Oktoberfest,,,
17514216,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.07638,11.52749,Private room,2,49,0.49,235,211.0,EUR per night,6.386206403804876,5-10 km from Oktoberfest,,,
17554019,Laim,48.13964,11.50672,Private room,2,102,0.93,66,45.0,EUR per night,3.2892083917528545,2-5 km from Oktoberfest,,,
17615448,Tudering-Riem,48.1089283,11.704218,Private room,3,74,0.66,93,79.0,EUR per night,11.765358561988489,10+ km from Oktoberfest,,,
17621112,Altstadt-Lehel,48.13979,11.58861,Entire home/apt,5,0,,37,210.0,EUR per night,3.031972637274457,2-5 km from Oktoberfest,,,
17675625,Obergiesing,48.09382,11.61271,Private room,1,155,1.37,325,73.0,EUR per night,6.320715749373797,5-10 km from Oktoberfest,,,
17804827,Schwabing-West,48.1651,11.57624,Entire home/apt,60,7,0.09,182,55.0,EUR per night,4.190943763194191,2-5 km from Oktoberfest,,,
17812223,Ludwigsvorstadt-Isarvorstadt,48.1395,11.5626,Entire home/apt,1,108,1.36,254,271.0,EUR per night,1.2880952960945884,0-2 km from Oktoberfest,,,
17947193,Sendling-Westpark,48.11474,11.51603,Private room,2,6,0.06,52,60.0,EUR per night,3.132541101274666,2-5 km from Oktoberfest,,,
18086143,Bogenhausen,48.15753,11.63305,Entire home/apt,100,0,,151,14.0,EUR per night,6.822723358643121,5-10 km from Oktoberfest,,,
18099961,Neuhausen-Nymphenburg,48.16234,11.54142,Entire home/apt,100,1,0.01,213,14.0,EUR per night,3.437448639381582,2-5 km from Oktoberfest,,,
18137087,Neuhausen-Nymphenburg,48.14837,11.53247,Entire home/apt,14,1,0.01,180,100.0,EUR per night,2.2250334258211826,2-5 km from Oktoberfest,,,
18146505,Schwabing-West,48.15804,11.57276,Private room,1,75,0.67,4,83.0,EUR per night,3.3803549280901666,2-5 km from Oktoberfest,,,
18147550,Ludwigsvorstadt-Isarvorstadt,48.12689,11.54871,Entire home/apt,2,492,4.44,258,308.0,EUR per night,0.5601634727398008,0-2 km from Oktoberfest,,,
18165905,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0969,11.5,Private room,1,105,0.94,35,54.0,EUR per night,5.352623823508149,5-10 km from Oktoberfest,,,
18213376,Milbertshofen-Am Hart,48.19621,11.57856,Private room,1,21,0.19,265,95.0,EUR per night,7.468688826852852,5-10 km from Oktoberfest,,,
18239519,Maxvorstadt,48.15075,11.56274,Entire home/apt,3,44,0.4,18,141.0,EUR per night,2.3148305402727485,2-5 km from Oktoberfest,,,
18287310,Pasing-Obermenzing,48.13635,11.45849,Private room,1,152,1.36,9,70.0,EUR per night,6.771979608597996,5-10 km from Oktoberfest,,,
18324070,Altstadt-Lehel,48.13583,11.5795,Entire home/apt,100,4,0.04,364,27.0,EUR per night,2.268802654617498,2-5 km from Oktoberfest,,,
18574466,Schwabing-Freimann,48.17084,11.60184,Entire home/apt,1,265,2.38,169,183.0,EUR per night,5.815918580036121,5-10 km from Oktoberfest,,,
18597617,Ludwigsvorstadt-Isarvorstadt,48.12562,11.55161,Entire home/apt,90,1,0.01,179,23.0,EUR per night,0.7156481330368211,0-2 km from Oktoberfest,,,
18605241,Neuhausen-Nymphenburg,48.14866,11.5364,Entire home/apt,5,43,0.4,179,128.0,EUR per night,2.1018952667514226,2-5 km from Oktoberfest,,,
18607091,Maxvorstadt,48.15587,11.566,Entire home/apt,2,6,0.05,244,145.0,EUR per night,2.9330540483478242,2-5 km from Oktoberfest,,,
18993405,Hadern,48.12788,11.48424,Private room,2,114,1.04,240,78.0,EUR per night,4.863946185111364,2-5 km from Oktoberfest,,,
19033507,Neuhausen-Nymphenburg,48.1466643,11.5413937,Entire home/apt,24,1,0.01,176,61.0,EUR per night,1.7484403757959108,0-2 km from Oktoberfest,,,
19071301,Laim,48.14041,11.51028,Private room,2,94,0.86,350,105.0,EUR per night,3.0603797664701933,2-5 km from Oktoberfest,,,
19095028,Neuhausen-Nymphenburg,48.15018,11.50172,Entire home/apt,2,32,1.69,305,149.0,EUR per night,4.086651212067059,2-5 km from Oktoberfest,,,
19130106,Laim,48.13679,11.50395,Private room,2,80,0.73,54,97.0,EUR per night,3.4237174380949087,2-5 km from Oktoberfest,,,
19217956,Tudering-Riem,48.1171,11.6954,Private room,2,24,0.24,165,213.0,EUR per night,10.953638520359274,10+ km from Oktoberfest,,,
19240157,Sendling-Westpark,48.11771,11.51157,Entire home/apt,1,46,1.3,244,184.0,EUR per night,3.2273181955059895,2-5 km from Oktoberfest,,,
19304837,Schwabing-West,48.16389,11.56801,Entire home/apt,3,2,0.02,364,333.0,EUR per night,3.813003665459645,2-5 km from Oktoberfest,,,
19352637,Milbertshofen-Am Hart,48.20134,11.58534,Entire home/apt,25,41,0.37,344,97.0,EUR per night,8.166068314176977,5-10 km from Oktoberfest,,,
19395357,Ramersdorf-Perlach,48.11771,11.60013,Entire home/apt,1,107,1.0,129,192.0,EUR per night,4.075758457894827,2-5 km from Oktoberfest,,,
19497611,Tudering-Riem,48.10617,11.7046,Private room,2,42,0.39,60,105.0,EUR per night,11.863551180703839,10+ km from Oktoberfest,,,
19517870,Ludwigsvorstadt-Isarvorstadt,48.12676,11.55326,Entire home/apt,1,144,1.32,21,111.0,EUR per night,0.6360289517039233,0-2 km from Oktoberfest,,,
19539754,Schwabing-West,48.17432,11.58156,Entire home/apt,14,8,0.08,100,121.0,EUR per night,5.282552285981428,5-10 km from Oktoberfest,,,
19570940,Au-Haidhausen,48.12963,11.60374,Private room,12,4,0.04,332,57.0,EUR per night,4.033335114829022,2-5 km from Oktoberfest,,,
19571425,Au-Haidhausen,48.12963,11.60374,Private room,10,15,0.15,332,65.0,EUR per night,4.033335114829022,2-5 km from Oktoberfest,,,
19571799,Au-Haidhausen,48.12963,11.60374,Private room,15,3,0.04,332,48.0,EUR per night,4.033335114829022,2-5 km from Oktoberfest,,,
19649785,Bogenhausen,48.16731,11.64696,Private room,1,29,0.27,61,95.0,EUR per night,8.232934816199522,5-10 km from Oktoberfest,,,
19718190,Au-Haidhausen,48.13211,11.5951,Entire home/apt,3,6,0.06,11,272.0,EUR per night,3.384209237968888,2-5 km from Oktoberfest,,,
19744591,Neuhausen-Nymphenburg,48.14632,11.5164,Private room,2,56,0.52,151,73.0,EUR per night,2.9331766581257175,2-5 km from Oktoberfest,,,
19887803,Ludwigsvorstadt-Isarvorstadt,48.13591,11.5609,Entire home/apt,2,366,3.43,240,573.0,EUR per night,0.9563142009351862,0-2 km from Oktoberfest,,,
19888329,Au-Haidhausen,48.130605,11.604558,Private room,3,64,0.59,346,107.0,EUR per night,4.0886348787456335,2-5 km from Oktoberfest,,,
19890943,Moosach,48.18742,11.52773,Private room,1,10,0.09,89,75.0,EUR per night,6.381226796520887,5-10 km from Oktoberfest,,,
19989025,Maxvorstadt,48.14211,11.55794,Entire home/apt,1,268,2.47,170,149.0,EUR per night,1.2965947040460115,0-2 km from Oktoberfest,,,
19998084,Au-Haidhausen,48.12726,11.6003,Private room,20,4,0.04,365,91.0,EUR per night,3.805355193054698,2-5 km from Oktoberfest,,,
20005064,Bogenhausen,48.1504,11.62618,Private room,1,250,2.3,88,77.0,EUR per night,6.050122480977876,5-10 km from Oktoberfest,,,
20005531,Neuhausen-Nymphenburg,48.14606,11.53133,Private room,1,359,3.35,77,75.0,EUR per night,2.072909743802328,2-5 km from Oktoberfest,,,
20012056,Schwabing-West,48.16538,11.57035,Private room,1,77,0.71,23,141.0,EUR per night,4.031379529375685,2-5 km from Oktoberfest,,,
20013451,Bogenhausen,48.13856,11.61422,Entire home/apt,1,199,1.83,276,214.0,EUR per night,4.859545378890731,2-5 km from Oktoberfest,,,
20063247,Ludwigsvorstadt-Isarvorstadt,48.12433,11.56693,Private room,2,9,0.08,14,121.0,EUR per night,1.5433831175170318,0-2 km from Oktoberfest,,,
20127276,Schwabing-West,48.17702,11.56932,Entire home/apt,1,13,0.12,71,44.0,EUR per night,5.228108953141281,5-10 km from Oktoberfest,,,
20205490,Ludwigsvorstadt-Isarvorstadt,48.13148,11.57706,Entire home/apt,115,23,0.21,153,26.0,EUR per night,2.0458655526097385,2-5 km from Oktoberfest,,,
20213112,Moosach,48.17028,11.53541,Entire home/apt,4,25,0.23,259,625.0,EUR per night,4.393806719701925,2-5 km from Oktoberfest,,,
20222956,Neuhausen-Nymphenburg,48.1465116,11.5404743,Private room,2,12,0.36,81,200.0,EUR per night,1.7573586222637039,0-2 km from Oktoberfest,,,
20261020,Schwabing-West,48.1609,11.57495,Private room,2,0,,89,250.0,EUR per night,3.7368015493168594,2-5 km from Oktoberfest,,,
20305214,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10466,11.54351,Entire home/apt,7,7,0.07,18,100.0,EUR per night,3.061414137739639,2-5 km from Oktoberfest,,,
20345239,Sendling,48.12466,11.54623,Private room,1,38,0.36,66,73.0,EUR per night,0.8408379940325544,0-2 km from Oktoberfest,,,
20397182,Sendling,48.12261,11.54397,Entire home/apt,1,9,0.08,39,177.0,EUR per night,1.1115529522938332,0-2 km from Oktoberfest,,,
20443956,Berg am Laim,48.13004,11.62863,Entire home/apt,1,31,0.29,92,354.0,EUR per night,5.876261249707336,5-10 km from Oktoberfest,,,
20548037,Laim,48.13954162597656,11.5194730758667,Private room,1,186,1.76,350,82.0,EUR per night,2.3847533953879587,2-5 km from Oktoberfest,,,
20582603,Tudering-Riem,48.12854,11.69802,Private room,2,52,0.49,54,314.0,EUR per night,11.02887816625831,10+ km from Oktoberfest,,,
20676005,Moosach,48.18063,11.5252,Private room,2,6,0.06,184,115.0,EUR per night,5.71047945564261,5-10 km from Oktoberfest,,,
20706063,Sendling,48.11644,11.54448,Entire home/apt,2,20,0.23,11,129.0,EUR per night,1.7589913396684265,0-2 km from Oktoberfest,,,
20720369,Ludwigsvorstadt-Isarvorstadt,48.13529137070071,11.555577350976538,Private room,1,139,1.3,63,159.0,EUR per night,0.5878892649979452,0-2 km from Oktoberfest,,,
20721229,Ludwigsvorstadt-Isarvorstadt,48.13543547201447,11.554115463058084,Private room,1,149,1.39,54,119.0,EUR per night,0.5214086532991966,0-2 km from Oktoberfest,,,
20743779,Neuhausen-Nymphenburg,48.15683,11.54643,Entire home/apt,1,23,0.22,361,680.0,EUR per night,2.7814320234456753,2-5 km from Oktoberfest,,,
20789295,Obergiesing,48.11874,11.581,Entire home/apt,3,13,0.12,158,260.0,EUR per night,2.7582024213790928,2-5 km from Oktoberfest,,,
20823532,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08041,11.53165,Entire home/apt,6,45,0.43,339,128.0,EUR per night,5.876829934225404,5-10 km from Oktoberfest,,,
20843425,Maxvorstadt,48.15664,11.56309,Entire home/apt,10,38,0.36,179,74.0,EUR per night,2.929931862404383,2-5 km from Oktoberfest,,,
20854960,Feldmoching-Hasenbergl,48.19698,11.55339,Private room,2,65,0.61,262,76.0,EUR per night,7.242314651411455,5-10 km from Oktoberfest,,,
20865623,Sendling-Westpark,48.10702,11.50988,Private room,3,21,0.2,9,101.0,EUR per night,4.037755320616807,2-5 km from Oktoberfest,,,
20881075,Schwanthalerhöhe,48.14021,11.53182,Private room,2,54,0.51,126,107.0,EUR per night,1.6047258399853386,0-2 km from Oktoberfest,,,
20882352,Maxvorstadt,48.14598,11.54229,Private room,1,15,0.14,29,86.0,EUR per night,1.6545125197890378,0-2 km from Oktoberfest,,,
20885325,Ramersdorf-Perlach,48.08783,11.6423,Entire home/apt,300,14,0.13,363,5.0,EUR per night,8.454890269360778,5-10 km from Oktoberfest,,,
20897360,Sendling-Westpark,48.10922,11.50938,Private room,3,29,0.27,121,88.0,EUR per night,3.902445615226246,2-5 km from Oktoberfest,,,
20901215,Bogenhausen,48.13995,11.61424,Private room,2,86,0.81,163,110.0,EUR per night,4.886883134963254,2-5 km from Oktoberfest,,,
20908744,Hadern,48.11047,11.4873,Private room,4,10,0.32,177,133.0,EUR per night,5.19570300658564,5-10 km from Oktoberfest,,,
20927485,Laim,48.13681,11.51103,Entire home/apt,3,17,0.18,52,80.0,EUR per night,2.9065938358065533,2-5 km from Oktoberfest,,,
20931363,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09442902005114,11.491332461682912,Private room,2,117,1.1,311,74.0,EUR per night,6.000742728309417,5-10 km from Oktoberfest,,,
20932025,Sendling,48.12235,11.54768,Private room,2,57,0.53,320,152.0,EUR per night,1.0704686126325602,0-2 km from Oktoberfest,,,
20937822,Schwabing-Freimann,48.16615,11.58279,Entire home/apt,3,63,0.6,112,414.0,EUR per night,4.5391345062540855,2-5 km from Oktoberfest,,,
20940070,Ludwigsvorstadt-Isarvorstadt,48.12977,11.57755,Private room,2,64,0.6,342,139.0,EUR per night,2.095161855383465,2-5 km from Oktoberfest,,,
20940265,Ludwigsvorstadt-Isarvorstadt,48.13688,11.55705,Private room,2,3,0.32,240,285.0,EUR per night,0.7877556031240268,0-2 km from Oktoberfest,,,
20958515,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09942,11.51579,Entire home/apt,1,11,0.1,179,280.0,EUR per night,4.3939028331655985,2-5 km from Oktoberfest,,,
20964795,Untergiesing-Harlaching,48.11832,11.57006,Entire home/apt,1,33,0.72,12,423.0,EUR per night,2.1468473157772885,2-5 km from Oktoberfest,,,
21024454,Ramersdorf-Perlach,48.10092,11.65542,Private room,2,44,0.41,90,106.0,EUR per night,8.584552969757334,5-10 km from Oktoberfest,,,
21103090,Milbertshofen-Am Hart,48.19618,11.57809,Private room,1,28,0.28,269,75.0,EUR per night,7.455506167733135,5-10 km from Oktoberfest,,,
21110554,Altstadt-Lehel,48.13768,11.57156,Entire home/apt,5,18,0.21,362,432.0,EUR per night,1.7587011487657147,0-2 km from Oktoberfest,,,
21155748,Ludwigsvorstadt-Isarvorstadt,48.12262,11.56193,Private room,1,293,2.77,51,73.0,EUR per night,1.384162728499018,0-2 km from Oktoberfest,,,
21215745,Tudering-Riem,48.12253,11.65861,Private room,1,367,3.46,16,55.0,EUR per night,8.164922291917922,5-10 km from Oktoberfest,,,
21304884,Obergiesing,48.08707,11.61106,Private room,1,30,0.29,356,72.0,EUR per night,6.763067528095172,5-10 km from Oktoberfest,,,
21452857,Maxvorstadt,48.15502,11.55926,Entire home/apt,1,37,0.38,261,331.0,EUR per night,2.6708722588682616,2-5 km from Oktoberfest,,,
21458040,Maxvorstadt,48.15492,11.57508,Entire home/apt,20,35,0.34,307,235.0,EUR per night,3.1865870444853193,2-5 km from Oktoberfest,,,
21652269,Maxvorstadt,48.14648370617018,11.577362323800706,Entire home/apt,1,372,3.63,262,814.0,EUR per night,2.62756859781981,2-5 km from Oktoberfest,,,
21988468,Maxvorstadt,48.1567,11.56134,Entire home/apt,2,17,0.87,183,165.0,EUR per night,2.8941778943192733,2-5 km from Oktoberfest,,,
22058550,Maxvorstadt,48.14958190917969,11.559439659118652,Entire home/apt,7,50,0.5,41,213.0,EUR per night,2.099916972958678,2-5 km from Oktoberfest,,,
22270602,Untergiesing-Harlaching,48.11264,11.57092,Entire home/apt,1,447,4.42,259,227.0,EUR per night,2.6672938913564064,2-5 km from Oktoberfest,,,
22365462,Ludwigsvorstadt-Isarvorstadt,48.13605880737305,11.560968399047852,Entire home/apt,1,677,7.16,237,219.0,EUR per night,0.96859630484218,0-2 km from Oktoberfest,,,
22477278,Au-Haidhausen,48.12354,11.59694,Entire home/apt,1,7,0.07,72,239.0,EUR per night,3.641620752732499,2-5 km from Oktoberfest,,,
22595325,Schwabing-Freimann,48.19722,11.62357,Private room,1,43,0.46,80,120.0,EUR per night,9.106773821591549,5-10 km from Oktoberfest,,,
22610799,Bogenhausen,48.1414,11.61905,Private room,2,44,0.97,38,88.0,EUR per night,5.268067613023479,5-10 km from Oktoberfest,,,
22688254,Berg am Laim,48.1293,11.62799,Private room,2,151,1.53,40,59.0,EUR per night,5.8323347726302766,5-10 km from Oktoberfest,,,
22725785,Bogenhausen,48.14298,11.64342,Entire home/apt,1,114,1.11,44,147.0,EUR per night,7.077441134269037,5-10 km from Oktoberfest,,,
22844715,Allach-Untermenzing,48.20147,11.46532,Entire home/apt,2,219,2.14,255,120.0,EUR per night,9.940766917402932,5-10 km from Oktoberfest,,,
22858219,Pasing-Obermenzing,48.13318,11.45535,Entire home/apt,2,244,2.39,123,65.0,EUR per night,6.988563095629101,5-10 km from Oktoberfest,,,
22925733,Ludwigsvorstadt-Isarvorstadt,48.12722,11.56765,Private room,1,16,0.35,85,166.0,EUR per night,1.4440620520149854,0-2 km from Oktoberfest,,,
23074949,Schwabing-West,48.17704,11.58449,Entire home/apt,180,0,,364,11.0,EUR per night,5.650738333707654,5-10 km from Oktoberfest,,,
23095584,Ludwigsvorstadt-Isarvorstadt,48.1371,11.55591,Entire home/apt,18,25,0.25,145,130.0,EUR per night,0.7487367284127906,0-2 km from Oktoberfest,,,
23291865,Schwabing-Freimann,48.18058,11.60604,Entire home/apt,3,14,0.14,48,423.0,EUR per night,6.847643161944051,5-10 km from Oktoberfest,,,
23356842,Bogenhausen,48.146575927734375,11.603158950805664,Entire home/apt,2,368,3.64,221,561.0,EUR per night,4.303091047692673,2-5 km from Oktoberfest,,,
23511630,Moosach,48.17867,11.53303,Entire home/apt,1,23,0.27,288,149.0,EUR per night,5.342167121428125,5-10 km from Oktoberfest,,,
23536121,Altstadt-Lehel,48.13596,11.58664,Entire home/apt,1,367,3.83,142,213.0,EUR per night,2.7929086914364403,2-5 km from Oktoberfest,,,
23536586,Altstadt-Lehel,48.13596,11.58664,Entire home/apt,1,444,4.61,156,356.0,EUR per night,2.7929086914364403,2-5 km from Oktoberfest,,,
23637470,Moosach,48.17867,11.53303,Entire home/apt,1,239,3.19,293,155.0,EUR per night,5.342167121428125,5-10 km from Oktoberfest,,,
23638956,Au-Haidhausen,48.12685,11.59205,Entire home/apt,1,16,0.16,4,240.0,EUR per night,3.207476260201225,2-5 km from Oktoberfest,,,
23754717,Tudering-Riem,48.11634,11.68465,Private room,2,104,1.04,254,254.0,EUR per night,10.179588068308496,10+ km from Oktoberfest,,,
23757088,Allach-Untermenzing,48.18137,11.47218,Entire home/apt,2,63,0.64,258,591.0,EUR per night,7.946949893800457,5-10 km from Oktoberfest,,,
23766455,Maxvorstadt,48.15298292545514,11.574069814538452,Entire home/apt,3,7,0.21,351,430.0,EUR per night,2.9697265350102215,2-5 km from Oktoberfest,,,
23802995,Ramersdorf-Perlach,48.09592,11.64019,Entire home/apt,2,30,0.3,252,225.0,EUR per night,7.831772605460408,5-10 km from Oktoberfest,,,
23897614,Milbertshofen-Am Hart,48.21025,11.56486,Private room,4,53,0.53,245,82.0,EUR per night,8.78626833497113,5-10 km from Oktoberfest,,,
24006158,Au-Haidhausen,48.13018,11.59904,Private room,1,374,3.74,94,76.0,EUR per night,3.6815695012522553,2-5 km from Oktoberfest,,,
24070100,Untergiesing-Harlaching,48.11721,11.5737,Private room,2,283,2.83,43,60.0,EUR per night,2.4278775387382128,2-5 km from Oktoberfest,,,
24083971,Untergiesing-Harlaching,48.1176,11.57142,Private room,1,39,0.39,107,270.0,EUR per night,2.2749643692407235,2-5 km from Oktoberfest,,,
24088783,Ludwigsvorstadt-Isarvorstadt,48.13214,11.57832,Entire home/apt,26,0,,358,159.0,EUR per night,2.1389945712647274,2-5 km from Oktoberfest,,,
24281379,Obergiesing,48.11277,11.58068,Private room,2,243,2.44,5,65.0,EUR per night,3.1434517683327443,2-5 km from Oktoberfest,,,
24328758,Hadern,48.11313,11.4972,Entire home/apt,90,0,,263,26.0,EUR per night,4.407563366727678,2-5 km from Oktoberfest,,,
24461765,Maxvorstadt,48.14479,11.56133,Entire home/apt,2,16,0.16,352,260.0,EUR per night,1.6807592158984346,0-2 km from Oktoberfest,,,
24483996,Maxvorstadt,48.14479,11.56133,Entire home/apt,2,40,0.41,350,260.0,EUR per night,1.6807592158984346,0-2 km from Oktoberfest,,,
24585013,Ramersdorf-Perlach,48.09722,11.61082,Entire home/apt,30,4,0.05,180,97.0,EUR per night,5.966078668604044,5-10 km from Oktoberfest,,,
24705377,Neuhausen-Nymphenburg,48.15626,11.52599,Entire home/apt,2,176,1.78,180,162.0,EUR per night,3.2217762720250587,2-5 km from Oktoberfest,,,
24732710,Schwanthalerhöhe,48.13515,11.54372,Entire home/apt,3,55,0.56,182,600.0,EUR per night,0.56088141489609,0-2 km from Oktoberfest,,,
24787361,Moosach,48.17867,11.53303,Entire home/apt,1,206,2.39,290,143.0,EUR per night,5.342167121428125,5-10 km from Oktoberfest,,,
24788244,Sendling-Westpark,48.10699311722108,11.525252850135416,Private room,1,1,0.07,219,50.0,EUR per night,3.3030112485261642,2-5 km from Oktoberfest,,,
24830411,Laim,48.14068,11.50048,Private room,90,0,,365,10.0,EUR per night,3.7663684603044585,2-5 km from Oktoberfest,,,
24846084,Moosach,48.17867,11.53303,Entire home/apt,1,47,0.5,253,56.0,EUR per night,5.342167121428125,5-10 km from Oktoberfest,,,
24858185,Ludwigsvorstadt-Isarvorstadt,48.12683,11.55145,Entire home/apt,2,22,0.23,5,429.0,EUR per night,0.5820380392019531,0-2 km from Oktoberfest,,,
24968057,Pasing-Obermenzing,48.16081,11.47124,Private room,2,18,0.24,246,138.0,EUR per night,6.636807573898072,5-10 km from Oktoberfest,,,
25102575,Ludwigsvorstadt-Isarvorstadt,48.13591003417969,11.561090469360352,Entire home/apt,1,625,6.34,263,185.0,EUR per night,0.9688427209660031,0-2 km from Oktoberfest,,,
25108558,Ludwigsvorstadt-Isarvorstadt,48.136043548583984,11.560907363891602,Entire home/apt,1,670,6.79,245,189.0,EUR per night,0.9638067048258782,0-2 km from Oktoberfest,,,
25245533,Untergiesing-Harlaching,48.11222,11.56702,Private room,28,19,0.2,350,43.0,EUR per night,2.5455743705804097,2-5 km from Oktoberfest,,,
25312236,Aubing-Lochhausen-Langwied,48.1554627,11.4117741,Private room,1,190,2.07,102,60.0,EUR per night,10.549313914411503,10+ km from Oktoberfest,,,
25412376,Hadern,48.11367925784783,11.501997701230874,Entire home/apt,1,5,5.0,9,234.0,EUR per night,4.066586782103057,2-5 km from Oktoberfest,,,
25498620,Altstadt-Lehel,48.13596,11.58664,Entire home/apt,1,417,4.34,166,532.0,EUR per night,2.7929086914364403,2-5 km from Oktoberfest,,,
25655712,Ramersdorf-Perlach,48.08836,11.67614,Private room,3,79,0.81,81,65.0,EUR per night,10.575639653515548,10+ km from Oktoberfest,,,
25657258,Ludwigsvorstadt-Isarvorstadt,48.13801956176758,11.560856819152832,Entire home/apt,2,238,2.46,207,573.0,EUR per night,1.0831934932372607,0-2 km from Oktoberfest,,,
25795049,Sendling,48.12229,11.54685,Entire home/apt,1,10,1.37,82,196.0,EUR per night,1.0865333945968776,0-2 km from Oktoberfest,,,
25856758,Maxvorstadt,48.14479,11.56133,Entire home/apt,2,12,0.12,354,260.0,EUR per night,1.6807592158984346,0-2 km from Oktoberfest,,,
